Region,iso3,Country,City/Town,Year,"Annual mean, ug/m3",Temporal coverage,note on converted PM2.5,Number and type of monitoring stations,Reference for air quality,Database version (year),status
Americas (HIC),USA,United States of America,Jersey City,2016,9,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Johnstown,2016,9,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Juneau,2015,7,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Kahului,2016,3,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Kalamazoo-Portage,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Kalispell,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Kansas City,2016,8,>75%,Measured,"1 Suburban, 1 Urban And Center City","US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Kapaa,2014,4,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Kealakekua,2015,10,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Keeler,2016,6,50% -< 75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Keene,2016,6,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Kenansville,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Kenner,2014,8,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Kennesaw,2016,9,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Kent,2016,6,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Kihei,2016,4,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,King City,2016,5,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Kingsport-Bristol-Bristol,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Kittanning,2016,10,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Klamath Falls,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Knowlton (Township Of),2016,8,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Knoxville,2016,10,50% -< 75%,Measured,"1 Suburban, 1 Urban And Center City","US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Kokomo,2016,9,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,La Crosse,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Laconia,2014,4,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Ladue,2016,9,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Lafayette,2014,11,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Lake Charles,2014,7,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Lakeland,2014,7,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Lakeview,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Lakeville,2016,6,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Lancaster,2016,9,>75%,Measured,"1 Suburban, 1 Urban And Center City","US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Lansing-East Lansing,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Las Vegas,2016,9,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Las Vegas-Paradise,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Lawrence (Township Of),2016,9,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Lawrenceburg,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Lawton,2016,7,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Lebanon,2016,5,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Lewiston,2016,6,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Lewiston-Auburn,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Lexington,2016,8,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Lexington-Fayette,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Libby,2016,10,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Liberty,2015,13,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Lincoln,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Little Rock-North Little Rock-Conway,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Live Oak,2016,5,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Livermore,2016,8,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Logan,2014,8,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Lompoc,2016,7,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Long Beach,2016,11,>75%,Measured,3 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Los Angeles,2016,12,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Los Angeles-Long Beach-Santa Ana,2014,11,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Louisville,2016,8,50% -< 75%,Measured,2 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Louisville/Jefferson County,2014,11,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Lumberton,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Lynchburg,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Lynn,2016,5,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Macon,2014,11,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Madawaska (Census Name For Madawaska Center),2016,6,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Madera,2016,11,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Madison,2014,9,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Manchester-Nashua,2014,6,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Manistee,2014,6,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Marcus Hook,2016,9,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Maricopa,2014,14,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Marshall,2016,4,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Marysville,2016,6,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Mcalester,2016,8,50% -< 75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Mcallen-Edinburg-Mission,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Mccook,2016,10,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Medford,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Memphis,2015,9,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Mena,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Merced,2014,11,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Mesa,2016,7,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Miami,2016,8,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Miami-Fort Lauderdale-Pompano Beach,2014,6,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Michigan City-La Porte,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Middlesborough,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Milton,2015,5,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Milwaukee-Waukesha-West Allis,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Minneapolis,2016,7,>75%,Measured,2 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Minneapolis-St. Paul-Bloomington,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Mira Loma,2016,14,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Missoula,2016,7,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Mobile,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Modesto,2016,10,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Mojave,2016,7,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Montgomery,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Moore,2016,8,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Morgantown,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Mount Vernon-Anacortes,2014,6,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Mountain View,2015,3,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Mountlake Terrace,2016,4,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Muncie,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Muscatine,2016,8,50% -< 75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Napa,2016,8,>75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Nashville,2016,9,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Nashville-Davidson-Murfreesboro-Franklin,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,New Albany,2016,7,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,New Castle,2014,10,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,New Haven,2015,8,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,New Haven-Milford,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,New Orleans-Metairie-Kenner,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,New York,2016,7,>75%,Measured,2 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,New York-Northern New Jersey-Long Island,2014,9,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Newark,2016,8,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Niles-Benton Harbor,2014,8,NA,Measured,-,Environmental Protection Agency (EPA),2016,
Americas (HIC),USA,United States of America,Nipomo,2016,6,>75%,Measured,1 Rural,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Nogales,2016,10,50% -< 75%,Measured,1 Urban And Center City,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
Americas (HIC),USA,United States of America,Norristown,2015,9,>75%,Measured,1 Suburban,"US-EPA, Air Quality System (https://www.epa.gov/aqs)",2018,
